rank,beta,relative error,std error
1,0.0,0.07323954333257035,0.0010480903210818883
1,0.2222222222222222,0.07293259379028441,0.0008375206380090306
1,0.4444444444444444,0.07338837280043678,0.00074506175519702
1,0.6666666666666666,0.07312876868841472,0.0007446993707312553
1,0.8888888888888888,0.07342541539186162,0.0007695571555517014
1,1.1111111111111112,0.0732496957617499,0.000611683435958091
1,1.3333333333333333,0.07368425338942078,0.0009007075555415163
1,1.5555555555555554,0.07284795660588148,0.0012337084947232355
1,1.7777777777777777,0.07370977657859519,0.0004853218307627056
1,2.0,0.07337404131897704,0.0011027185644945938
2,0.0,0.045836730346795695,0.0002918672966681939
2,0.2222222222222222,0.045971320646533975,0.0005936492132227145
2,0.4444444444444444,0.04590385434618645,0.0007705245744203167
2,0.6666666666666666,0.04595424100148382,0.0004353908236900517
2,0.8888888888888888,0.04612096204632475,0.0006651599262901214
2,1.1111111111111112,0.04597438361884161,0.000340651417511207
2,1.3333333333333333,0.04591743870598147,0.0005918451004343641
2,1.5555555555555554,0.046233279131578424,0.0006550348447805622
2,1.7777777777777777,0.04590754760400931,0.00047412017477058523
2,2.0,0.04591350063404103,0.0006479857660480561
3,0.0,0.03670819119443723,0.00047782354303016564
3,0.2222222222222222,0.036370901084237614,0.0005004850805253815
3,0.4444444444444444,0.036597308423286116,0.0004856448676315363
3,0.6666666666666666,0.036369799741478796,0.0006323767123524389
3,0.8888888888888888,0.03671825830794526,0.0002610246650564494
3,1.1111111111111112,0.036594469245077685,0.0004061588483721483
3,1.3333333333333333,0.036365186532761794,0.0005516990880054349
3,1.5555555555555554,0.03636551110281192,0.0005634529142198519
3,1.7777777777777777,0.036886798298315496,0.0005882641656733795
3,2.0,0.0366927000968566,0.0004142254313016595
4,0.0,0.026478701724873564,0.0003917160038746093
4,0.2222222222222222,0.026294747324254058,0.0005440075173058813
4,0.4444444444444444,0.02652188519658518,0.0004278916263375646
4,0.6666666666666666,0.02617925583884174,0.0003633192706460887
4,0.8888888888888888,0.02647464709517105,0.00029757520909780787
4,1.1111111111111112,0.026317629475143538,0.0003259111988679059
4,1.3333333333333333,0.026452795179998607,0.0002532365528308898
4,1.5555555555555554,0.02638632270081608,0.0005220951061791883
4,1.7777777777777777,0.026272752294347668,0.00029567733676359433
4,2.0,0.02633465998801827,0.00024571963398610974
5,0.0,0.02195349517342177,0.00024742191852700207
5,0.2222222222222222,0.02185012431702963,0.00030770931531505134
5,0.4444444444444444,0.02211155982654801,0.00032966963129225896
5,0.6666666666666666,0.02203885214250562,0.00020784108687239207
5,0.8888888888888888,0.02215758122959751,0.0002827421578502016
5,1.1111111111111112,0.021850304228493572,0.0004142327563858946
5,1.3333333333333333,0.02197610422415661,0.00030957043879606026
5,1.5555555555555554,0.02196163203218696,0.00041788273864100617
5,1.7777777777777777,0.02192479215846237,0.0004371222349374542
5,2.0,0.021928945122857826,0.0003250970836211034
6,0.0,0.01710836627652251,0.0003397078489931632
6,0.2222222222222222,0.017144686183675404,0.00019044962585519417
6,0.4444444444444444,0.016959330375646935,0.00030452913450084313
6,0.6666666666666666,0.016996061140083934,0.00024426537010877297
6,0.8888888888888888,0.01698140637058415,0.0003679846698595232
6,1.1111111111111112,0.017055011706881385,0.00036205374945226076
6,1.3333333333333333,0.01695301618285049,0.00019533653298269867
6,1.5555555555555554,0.017050194240131836,0.0001592424217649097
6,1.7777777777777777,0.017022274564252572,0.0002087848407754542
6,2.0,0.016978847138017318,0.000259693701185049
7,0.0,0.015007599160378488,0.0003288439541152153
7,0.2222222222222222,0.014962414824514913,0.000303637108663268
7,0.4444444444444444,0.014954349023171748,0.00025768761551302075
7,0.6666666666666666,0.015066271791505673,0.00026828425982804887
7,0.8888888888888888,0.01500892997559657,0.0002314886030546367
7,1.1111111111111112,0.014861426847051962,0.00016741894096329355
7,1.3333333333333333,0.015044153109176927,0.00016808071874771624
7,1.5555555555555554,0.015095903032289948,0.00021763076430608157
7,1.7777777777777777,0.014925233532905077,0.00021641333720206143
7,2.0,0.014809582887121905,0.00032893660609951877
8,0.0,0.013305073699503876,0.00016530462097788932
8,0.2222222222222222,0.01321655435818179,0.0002074806699610989
8,0.4444444444444444,0.013252153783596423,0.0001958311114452804
8,0.6666666666666666,0.013259664880265216,0.00011981055922619868
8,0.8888888888888888,0.013226636915749606,0.00023054279201065417
8,1.1111111111111112,0.013228007772279702,0.00020618160633811686
8,1.3333333333333333,0.01336151928393045,0.0001916125942537903
8,1.5555555555555554,0.013303006738680173,0.00014969703801898066
8,1.7777777777777777,0.013233303797538782,0.00019336480477883923
8,2.0,0.013449357702065099,0.00016194927665666317
9,0.0,0.011883792142859461,0.00018659724162787563
9,0.2222222222222222,0.01187439171265359,0.00024183759490915228
9,0.4444444444444444,0.011788089252396328,0.00019195126976880348
9,0.6666666666666666,0.011916060674179722,0.0002070811244067362
9,0.8888888888888888,0.011878571940002818,0.00016360459574466893
9,1.1111111111111112,0.011774717800774912,0.00018818899205241314
9,1.3333333333333333,0.01185299765538636,0.00018141965099478983
9,1.5555555555555554,0.011761069036783981,0.0001421470761019009
9,1.7777777777777777,0.011912957891784932,0.00026899046792611944
9,2.0,0.011823058109269239,0.00021307881135348026
