rank,beta,relative error,std error
1,0.0,0.07308651857444637,0.0007876310150771455
1,0.2222222222222222,0.07345773840899829,0.001120595424479453
1,0.4444444444444444,0.07311540163942684,0.0008338746692084069
1,0.6666666666666666,0.07337446143775354,0.0010162544704752446
1,0.8888888888888888,0.07616408906954467,0.0006926487919483489
1,1.1111111111111112,0.07827866488616604,0.001350298534722034
1,1.3333333333333333,0.08169968571681847,0.0010081698596819822
1,1.5555555555555554,0.08485349940649532,0.0009456878613193812
1,1.7777777777777777,0.08706158359901203,0.0008457054732095131
1,2.0,0.08875588088724333,0.0010596275999048667
2,0.0,0.04572716124800895,0.0005013784002673205
2,0.2222222222222222,0.04749104259183128,0.0004377540782511359
2,0.4444444444444444,0.04998857745498825,0.00049607403095243
2,0.6666666666666666,0.05270720556811177,0.0003802183065980899
2,0.8888888888888888,0.056512609147060536,0.0008355238579198569
2,1.1111111111111112,0.06173684225712904,0.0010714294015851402
2,1.3333333333333333,0.06600420109641457,0.000951549000020659
2,1.5555555555555554,0.06994055449600992,0.0012174244954117582
2,1.7777777777777777,0.07338200571254462,0.0007665162548134507
2,2.0,0.07691151203030203,0.0009813469905730462
3,0.0,0.036501681757113644,0.00042856846224081685
3,0.2222222222222222,0.03870900720452628,0.0005380155912996766
3,0.4444444444444444,0.04186729297124107,0.0007463358307772532
3,0.6666666666666666,0.04541286497001642,0.0008814313419629837
3,0.8888888888888888,0.050795430304154385,0.0007430707475251995
3,1.1111111111111112,0.055308752646635186,0.0013471949609367834
3,1.3333333333333333,0.06079545378554442,0.0008114315818975251
3,1.5555555555555554,0.06510597974214216,0.001055553477444372
3,1.7777777777777777,0.06940659109608582,0.0007155815902425753
3,2.0,0.07323006298036534,0.0009641108833798874
4,0.0,0.026256172894572233,0.00022412183063668826
4,0.2222222222222222,0.0288811129425251,0.0002380506705497952
4,0.4444444444444444,0.03330948391148133,0.0005814116896159477
4,0.6666666666666666,0.0381141119151847,0.0006181703641642394
4,0.8888888888888888,0.044060660373341345,0.0005994249926630089
4,1.1111111111111112,0.050207123356553474,0.0008793676930566874
4,1.3333333333333333,0.055250927080315405,0.0013962991590264894
4,1.5555555555555554,0.06049455094169195,0.0010641731061355744
4,1.7777777777777777,0.06495565771733182,0.0011829683140378796
4,2.0,0.06847116468495387,0.001184331985167314
5,0.0,0.021854402879031287,0.0003032354632453818
5,0.2222222222222222,0.022510024782396124,0.00023396352621958246
5,0.4444444444444444,0.02716742622217192,0.0004062384568900204
5,0.6666666666666666,0.033533352591850835,0.0008303698609914866
5,0.8888888888888888,0.041066757732463204,0.0008989068266384755
5,1.1111111111111112,0.04757670466057283,0.0006952497775550508
5,1.3333333333333333,0.05409000148929312,0.0007571083122933066
5,1.5555555555555554,0.05928979063499286,0.0012262171116206528
5,1.7777777777777777,0.06394916304267806,0.0009676260135185392
5,2.0,0.06837179345057591,0.0010698292638451367
6,0.0,0.017134348542557326,0.0003769594756826718
6,0.2222222222222222,0.01771117113032411,0.00042879433468921355
6,0.4444444444444444,0.023100036268083806,0.00046056677666460387
6,0.6666666666666666,0.030670655669003073,0.00034791919690394836
6,0.8888888888888888,0.03838900551271889,0.0010007028583737252
6,1.1111111111111112,0.04545416910061943,0.0005839694919672797
6,1.3333333333333333,0.05196588226394623,0.0014154725475544392
6,1.5555555555555554,0.0580582475257562,0.0010893833325902333
6,1.7777777777777777,0.06350948001394371,0.0009332423253815915
6,2.0,0.06745904720549777,0.0009645759519141611
7,0.0,0.014880089006843369,0.00018885665920547956
7,0.2222222222222222,0.01563237750860716,0.000178993401398711
7,0.4444444444444444,0.021830944231564422,0.0004369413443341362
7,0.6666666666666666,0.02977269066659201,0.0007778936583340473
7,0.8888888888888888,0.03768708472917643,0.001133419501275526
7,1.1111111111111112,0.045904676056441676,0.0007368597758593044
7,1.3333333333333333,0.052617463499958786,0.0012434229185859967
7,1.5555555555555554,0.05924139045490563,0.0014664700275602706
7,1.7777777777777777,0.06456008370325765,0.0022687277522388588
7,2.0,0.07119205782014386,0.002701256854212988
8,0.0,0.013349405637659887,0.00020479148733335855
8,0.2222222222222222,0.013997888722884235,0.00018968947870445915
8,0.4444444444444444,0.02086170215458457,0.0003125159669422925
8,0.6666666666666666,0.02918093159633099,0.000785373577966774
8,0.8888888888888888,0.03735524006442953,0.0012498758376266548
8,1.1111111111111112,0.04543444193505093,0.0005969983401915947
8,1.3333333333333333,0.05356359345289404,0.0014745733356291532
8,1.5555555555555554,0.061098875689962286,0.0036350279377851766
8,1.7777777777777777,0.06790336112494413,0.001810750832860085
8,2.0,0.07238322977695322,0.0026862166869306018
9,0.0,0.011966687488876492,0.0002143001537687608
9,0.2222222222222222,0.012452068411628086,0.00016300180410883726
9,0.4444444444444444,0.019773043088089866,0.0004899112072758414
9,0.6666666666666666,0.028147723533308938,0.0008097991482339624
9,0.8888888888888888,0.03729202337951758,0.0010018554649139349
9,1.1111111111111112,0.04945756644738194,0.00481035656402168
9,1.3333333333333333,0.05575766923043057,0.0008040021260178578
9,1.5555555555555554,0.06460163338701352,0.002877473215628874
9,1.7777777777777777,0.07210652528925902,0.0041718816336861805
9,2.0,0.07753937019575993,0.0024158728326296743
