,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2022-01-21,1120881,195345,1701949,726716,7645196,1185862,671674,236022,127200,5323337,2229675,195151,356112,2773362,1524527,669705,681029,1056284,1060022,165691,947784,1535901,2124186,1216734,681382,1255363,222093,413056,614505,257795,2049573,437927,4653025,2212752,210676,2480566,880342,570892,2542816,432935,327109,1265710,216656,1752123,5845214,825989,96415,1451713,1152026,407131,1446207,135369
2022-01-22,1137387,195345,1729630,734834,7685998,1185867,671674,238501,127200,5324438,2229675,199106,358057,2773362,1524527,682363,681048,1056284,1060022,166898,952852,1535986,2124225,1216734,681382,1265951,222093,413056,614505,257795,2058497,437934,4675346,2212752,211651,2496243,893913,570892,2560167,438800,327109,1265710,216656,1769241,5905609,825989,97994,1451713,1151835,413631,1446207,135369
2022-01-23,1147194,195345,1752552,738638,7865031,1185867,671674,240179,127200,5324438,2229675,202273,358057,2773362,1524527,682363,681048,1056284,1060022,166899,956638,1535986,2124225,1216734,681382,1272797,222093,413056,614505,257795,2067692,437934,4701632,2212752,212266,2506175,893913,570892,2572500,442514,327109,1265710,216656,1778210,5962517,825989,99109,1451713,1151835,418887,1446207,135369
2022-01-24,1153149,201016,1767302,741881,7973193,1208072,683731,241367,128550,5347828,2272461,204933,361059,2837861,1560117,682363,694970,1085051,1076385,166899,959426,1563019,2168367,1229444,694093,1279926,227094,421423,630343,265140,2072536,452616,4714010,2290179,214698,2515949,914063,590270,2581831,444743,332961,1265710,218543,1794507,6004502,847959,99651,1481294,1203311,422265,1470412,137873
2022-01-25,1161929,201016,1781274,749824,8066160,1215931,687555,242324,128739,5383094,2288693,206837,364577,2851567,1569850,693914,695272,1100097,1084448,168474,962001,1571650,2168367,1264935,699002,1289414,229966,425610,633955,266000,2078258,455947,4728422,2303196,217080,2520112,922873,597172,2593360,445040,334581,1265710,221372,1810454,6050828,854559,100092,1491993,1203311,425013,1477323,139461
2022-01-26,1153149,206504,1799503,756385,8130683,1222893,690350,243202,129108,5420755,2306025,208887,368665,2867299,1574807,699859,710326,1112651,1092161,169998,965101,1580605,2203646,1280500,705598,1299792,233056,428949,638931,267800,2085385,460062,4747535,2323482,219259,2540864,931033,605363,2605439,448972,337659,1328450,222880,1824913,6083164,862052,100621,1503119,1257918,429016,1486054,141090
2022-01-27,1153149,206504,1813796,762401,8219071,1233278,693386,244730,129479,5448288,2327733,211267,372442,2881745,1587005,703366,710381,1125181,1098790,171524,968540,1590302,2203646,1295117,712133,1309385,235967,432564,643695,270063,2092109,465244,4764422,2352235,221366,2552972,944461,613221,2622134,450699,339571,1338384,224238,1842741,6121818,869085,102153,1514862,1257918,434221,1494936,143129
2022-01-28,1195557,212396,1829406,768061,8259269,1240361,696070,246037,129817,5522206,2346518,213174,376095,2897174,1604072,703366,723110,1140887,1105273,172952,971713,1598451,2235180,1309665,717666,1318714,238801,435358,648088,272492,2102227,470513,4778737,2374866,222973,2562412,953116,620652,2637080,454103,341407,1355116,225383,1855584,6162552,875251,103066,1525603,1294497,438889,1503420,144526
2022-01-29,1206308,212396,1844912,768061,8281859,1240361,696070,246959,129817,5522206,2346518,215034,377721,2897174,1604072,712288,723110,1140887,1105273,174225,974240,1598451,2235180,1309665,717666,1327427,238801,435358,648088,272492,2107606,470513,4790901,2374866,223698,2571021,963655,620652,2649247,455442,341407,1355116,225383,1865382,6201110,875251,103549,1525603,1294497,442206,1503420,144526
2022-01-30,1212798,212396,1858385,768061,8395268,1240361,696070,247638,129817,5522206,2346518,217775,377721,2897174,1604072,712288,723110,1140887,1105273,174225,976245,1598451,2235180,1309665,717666,1330584,238801,435358,648088,272492,2109783,470513,4797903,2374866,224061,2576245,963655,620652,2656587,457057,341407,1355116,225383,1870680,6224480,875251,104160,1525603,1294497,445061,1503420,144526
2022-01-31,1218257,216939,1870644,776759,8442989,1253042,699400,248111,129817,5535803,2368052,219288,380302,2920971,1623439,712288,730853,1160558,1114109,174225,977370,1611594,2258465,1321753,727418,1334549,242180,439326,656898,276856,2111856,480087,4805416,2421799,225832,2580405,976914,633876,2661481,457935,343779,1355116,226413,1880338,6258336,885523,104472,1545650,1339737,446771,1516628,146505
2022-02-01,1223896,216939,1878211,781396,8483857,1256557,700640,248447,130949,5555874,2378278,220356,382466,2929636,1629098,719703,730880,1169097,1118328,175759,978952,1614642,2258465,1343090,731667,1339689,243133,441456,659036,277355,2115305,481852,4811937,2430556,227075,2586903,979349,638823,2667166,458075,344841,1389266,228169,1892621,6300033,888368,104837,1551705,1339737,448922,1520640,147305
2022-02-02,1229300,221077,1886541,786010,8515502,1260954,702426,248910,131093,5572757,2386298,221533,384791,2939099,1636011,722589,739640,1176470,1122598,177099,980426,1620268,2283010,1347000,737607,1349306,244555,443144,661168,278691,2119298,484454,4821628,2442891,228428,2595504,983937,643973,2674471,459638,345836,1394651,228938,1903861,6328979,891977,105569,1558383,1355428,451910,1526087,148382
2022-02-03,1229300,221077,1894335,790223,8566725,1266443,704871,249716,131284,5572757,2394327,223065,387287,2939099,1642625,722589,740255,1185431,1127276,178502,982598,1625704,2283010,1352448,744023,1353879,245606,444695,663107,279842,2123207,487604,4831404,2457857,229505,2601241,988190,649389,2681717,461444,347041,1400276,229671,1925595,6359214,895459,106174,1565522,1355428,455201,1531396,149126
2022-02-04,1240496,224912,1903412,791730,8589106,1270138,706140,250311,131543,5653565,2403125,224257,389715,2957563,1646937,724912,744987,1193783,1133482,179915,984291,1630462,2295050,1359058,751862,1356653,250029,445793,665211,281300,2126230,489701,4839516,2470242,230324,2605245,992932,654343,2688808,462977,347901,1406933,230240,1933211,6381378,898267,106690,1572022,1367763,458112,1535404,149842
2022-02-05,1242420,224912,1911655,793361,8599603,1270138,706140,250756,131543,5653905,2403125,225535,391067,2957563,1646937,729700,744987,1193783,1133482,181010,985982,1630462,2295050,1359058,751862,1359332,250029,445793,665211,281300,2129191,489701,4845280,2470242,230749,2608055,995546,654343,2697242,463722,347901,1406933,230240,1937051,6399867,898267,106690,1572022,1367763,461846,1535404,149842
2022-02-06,1242420,224912,1918034,794342,8633517,1270138,706140,251192,131543,5653905,2403125,226451,391067,2957563,1646937,729700,744987,1193783,1133482,181010,987147,1630462,2295050,1359058,751862,1361318,250029,445793,665211,281300,2131015,489701,4852369,2470242,230994,2610125,995546,654343,2700036,465455,347901,1406933,230240,1940014,6416762,898267,106690,1572022,1367763,463357,1535404,149842
2022-02-07,1245876,227995,1922450,795071,8679751,1276978,708278,251467,132170,5680958,2414929,227284,393053,2971516,1651981,729700,748922,1206071,1139876,181010,987942,1637528,2306153,1364884,768457,1363925,251920,447455,668042,284180,2132154,494368,4856199,2494309,231939,2612719,997783,662250,2707891,465717,349499,1421539,230834,1946500,6436262,903771,107478,1584248,1382782,464630,1542751,150722
2022-02-08,1250383,227995,1926240,798036,8751575,1279858,709621,251669,132257,5700264,2419503,227817,395366,2977341,1655125,733153,748927,1212686,1142165,182401,988738,1639656,2306153,1375279,770522,1367130,253204,448709,669748,284567,2134058,495769,4860442,2498957,232760,2617104,998769,665486,2703775,465772,350080,1423919,231379,1952704,6451449,905112,107679,1588937,1382782,466125,1545059,151159
2022-02-09,1254032,230235,1931642,800373,8765481,1282919,710669,252068,132884,5713185,2424950,228336,397931,2982083,1655125,735422,749660,1220703,1144305,183499,989532,1642896,2316871,1379102,772844,1371733,254231,449393,671322,285863,2136387,497570,4866194,2509470,233479,2621375,1000480,668783,2708830,466243,350715,1427869,232046,1958882,6466862,907174,108166,1593675,1391026,468391,1548219,151803
2022-02-10,1256745,230235,1931642,802198,8787887,1285987,711695,252567,132628,5723066,2429839,229531,400299,2987502,1661563,736703,749678,1227638,1146660,184614,990631,1645809,2316871,1383555,774505,1378268,255411,450048,672296,287020,2139579,499392,4873548,2518195,234138,2625551,1003158,671923,2713459,467312,351334,1431067,232046,1964556,6484110,909109,108577,1598402,1391026,470807,1551117,152206
2022-02-11,1259580,232102,1941802,804145,8798745,1288600,712884,253010,132820,5776333,2434131,230238,402048,2987502,1664353,736703,749850,1232297,1149234,185773,991569,1648656,2324854,1388401,776717,1378959,256630,450661,673322,288191,2142157,500516,4878304,2525734,234609,2628814,1005388,674500,2717577,468038,351844,1431067,232725,1969558,6498479,910900,108969,1602677,1410596,472928,1553551,152581
2022-02-12,1262018,232102,1946086,806076,8803779,1288600,712884,253292,132820,5776333,2434131,230978,403137,2987502,1664353,739566,749850,1232297,1149234,187697,992510,1648656,2324854,1388401,776717,1379156,256630,450661,673322,288191,2144050,500516,4881825,2525734,234812,2630846,1006846,674500,2722395,468605,351844,1431067,232725,1971884,6509857,910900,108969,1602677,1410596,474712,1553551,152581
2022-02-13,1263072,232102,1950483,806877,8833143,1288600,712884,253534,132820,5776333,2434131,231510,403137,2987502,1664353,739566,749850,1232297,1149234,187697,993228,1648656,2324854,1388401,776717,1379156,256630,450661,673322,288191,2145147,500516,4886180,2525734,234921,2632336,1006846,674500,2724802,469285,351844,1431067,232725,1973209,6517733,910900,108969,1602677,1410596,476060,1553551,152581
2022-02-14,1263796,233961,1953168,807711,8846756,1293094,714408,253748,133295,5776333,2440543,232008,404629,3001771,1668404,739566,749985,1240115,1151858,187697,993653,1652829,2331102,1392731,781436,1386214,257852,451074,675186,288191,2146285,503623,4888634,2540372,235373,2633648,1009129,679241,2726796,469478,352794,1442546,233008,1978417,6525631,914028,109631,1610726,1410658,476957,1557743,153095
2022-02-15,1265932,233961,1953168,809396,8857766,1295177,715692,253881,133339,5776333,2443410,232302,406806,3004664,1669872,741648,758924,1244139,1153232,198665,994096,1654513,2331102,1399164,782689,1388065,258765,451718,675640,291083,2147857,504287,4890903,2543260,235809,2635769,1009507,680852,2729277,469377,353048,1443723,233441,1982366,6537378,914799,109793,1613719,1410658,477935,1559233,153335
2022-02-16,1267907,234810,1957085,810520,8874249,1297330,717520,254083,133459,5776333,2446525,232505,409129,3007987,1671299,743285,761453,1249266,1154448,202221,994577,1656412,2337406,1400624,783751,1390071,259701,451944,676364,291540,2150351,505359,4895155,2549339,236220,2638202,1010554,682566,2731855,470179,353377,1445381,233692,1986228,6545752,916191,110171,1616749,1410611,479214,1561035,153663
2022-02-17,1270015,234810,1959866,811669,8889199,1299468,718064,254441,133587,5776333,2448939,233155,411158,3010525,1672761,743773,761458,1254101,1156065,206005,995328,1659075,2337406,1402439,784338,1391960,260603,452189,676687,292187,2153093,506348,4898887,2554922,236514,2640201,1012168,684411,2735573,470726,353776,1447557,234084,1989807,6555490,917223,110417,1619839,1410499,480692,1562836,153850
2022-02-18,1271455,235956,1962920,812948,8896736,1301611,719327,254719,133697,5818706,2451908,233640,413372,3013709,1674269,743773,762868,1258447,1157117,209759,996182,1661206,2343175,1404662,785528,1392952,261722,452601,677345,293697,2155400,507323,4903700,2559793,236745,2642330,1013287,685953,2738475,471103,354045,1449637,234961,1992585,6567203,918222,110679,1622685,1410499,481818,1564381,154082
2022-02-19,1272608,235956,1962920,813925,8900116,1301611,719327,254946,133697,5818706,2451908,234015,414513,3013709,1674269,745530,762868,1258447,1157117,213770,997047,1661206,2343162,1404662,785528,1393187,261722,452601,677345,293697,2155400,507323,4906178,2559793,236863,2643929,1013287,685953,2742752,471666,354045,1449637,234961,1993893,6575378,918222,110679,1622685,1409253,481818,1564381,154082
2022-02-20,1273092,235956,1967702,814728,8902907,1301611,719327,255096,133697,5818706,2451908,234345,414513,3013709,1674269,745530,762868,1258447,1157117,218367,998136,1661206,2343162,1404662,785528,1393187,261722,452601,677345,293697,2155400,507323,4908315,2559793,236923,2644828,1013287,685953,2744145,472154,354045,1449637,234961,1994740,6577038,918222,110679,1622685,1409253,481818,1564381,154082
2022-02-21,1273484,235956,1967704,815299,8926217,1305623,720618,255210,133697,5818706,2455573,234551,414513,3013709,1676797,745530,763830,1264329,1158918,218797,998136,1661206,2343162,1404662,785528,1393262,261722,452901,677345,293697,2158820,508863,4910920,2569681,237089,2645679,1013287,685953,2744145,472335,354617,1449637,234961,1996234,6581927,918222,110679,1628593,1409253,484923,1566767,154082
2022-02-22,1274123,235956,1970442,816168,8935867,1306684,720956,255287,134066,5818706,2456866,234701,416868,3019951,1677710,746825,763839,1267592,1160293,221406,998888,1665586,2343162,1406654,787396,1396604,263358,453165,678401,293697,2160023,509178,4912831,2571397,237290,2647048,1015935,689325,2746745,472370,354817,1455967,235116,1998897,6588651,920290,111319,1630682,1409253,485498,1567714,154549
2022-02-23,1275355,237754,1971678,817227,8945847,1308351,721496,255385,134114,5818706,2458946,234835,419178,3022684,1678628,747702,764957,1270258,1161126,222925,999229,1666622,2350468,1410583,787938,1397882,264277,453490,678684,295701,2161190,509710,4915054,2574867,237559,2648371,1016945,690481,2749767,472534,355014,1456990,235541,2001145,6594204,920904,111584,1632675,1414429,486206,1568802,154662
2022-02-24,1276580,237754,1973479,817798,8959672,1309778,721954,256207,134326,5818706,2461103,235124,421587,3024663,1679591,748057,764957,1270258,1161957,224048,999890,1668242,2350468,1411593,788479,1399180,265177,453522,679715,296870,2161190,510330,4917723,2578517,237767,2649692,1018328,691337,2751629,472918,355294,1458075,235654,2003127,6600661,921531,111794,1634851,1414222,487446,1569673,154797
2022-02-25,1277837,238683,1975252,818121,8964023,1311061,722377,256337,134326,5818706,2462663,235435,423638,3026737,1680331,748057,766179,1274681,1162537,225253,1000562,1669594,2357955,1412497,789056,1400323,265797,453569,681387,297729,2164368,510783,4920073,2583404,237913,2651304,1019489,692261,2753361,473161,355509,1459070,235787,2004794,6607532,921956,112023,1636510,1417498,488359,1570460,154909
2022-02-26,1279006,238683,1976890,818931,8966318,1311061,722377,256447,134326,5844229,2462663,235780,423638,3026737,1680331,748849,766179,1274681,1162537,226120,1001509,1669594,2357955,1412497,789056,1400387,265797,453569,681387,297729,2165484,510783,4921916,2583404,237990,2652634,1019489,692261,2755730,473558,355509,1459070,235787,2005459,6612192,921956,112023,1636510,1417498,488359,1570460,154909
2022-02-27,1279364,238683,1976890,819426,8977063,1311061,722377,256551,134326,5844229,2462663,235789,423638,3026737,1680331,748849,766179,1274681,1162537,226143,1001890,1669594,2357955,1412497,789056,1400387,265797,453569,681387,297729,2166758,510783,4924032,2583404,238015,2653211,1019489,692261,2756546,473772,355509,1459070,235787,2005537,6613134,921956,112023,1636510,1417498,488359,1570460,154909
2022-02-28,1279565,239494,1976890,819984,8984966,1313779,723389,256621,134564,5844096,2465056,236151,426164,3031220,1681685,748849,766664,1277352,1162537,226150,1002279,1671292,2360399,1413576,789940,1401938,266579,475528,683766,298362,2167515,511434,4925221,2589517,238177,2653940,1021595,693929,2757425,473931,355925,1461155,235882,2007423,6617106,922852,112364,1639942,1423990,490111,1571997,155101
