,USA,RUS,JPN,IND,CHN,COL,MEX,UKR,BRA,PER,ITA,SWE,ESP,NLD,DEU,CHL,MYS,CAN,GBR,FRA,BEL,AUS,PAK,DNK,NZL,TZA,SSD,NER,UGA,ISL,GHA,NGA,STP,BLR,SOM,CRI,ZMB,DMA,SMR,MDV,SAU,UZB,TCD,CMR,KAZ,AND,VCT,KGZ,MNE,MRT,NAM,BIH,IRN,CHE,AZE,FJI,OMN,PRY,COG,TUN,SYR,BGD,POL,DZA,ISR,MCO,BHR,GUY,SLE,TTO,BRB,CIV,CPV,MLI,CAF,AFG,BWA,ARM,ZAF,PRT,ARG,MOZ,GNQ,MDA,PAN,EST,MMR,BFA,BGR,CUB,LVA,TGO,FIN,PHL,LAO,AUT,GTM,ZWE,TWN,BLZ,ERI,SDN,SVK,MAR,VEN,MWI,MUS,VNM,GMB,BOL,ALB,GAB,NOR,SRB,IDN,HRV,QAT,ETH,BHS,HUN,SYC,HND,GRC,GRD,LBY,BEN,KEN,JOR,NPL,KWT,ATG,MLT,TLS,RWA,HTI,BTN,MDG,JAM,KOR,GEO,BDI,URY,GIN,LTU,LBR,LBN,CZE,ARE,SVN,DJI,LKA,KHM,COD,DOM,CYP,PNG,BRN,SWZ,KNA,LUX,SUR,THA,LIE,GNB,LCA,SLV,MNG,EGY,AGO,IRL,ROU,KOS,TUR,SGP,SEN,ECU,NIC,MKD,YEM,IRQ
2020-04-12,555271,15770,6748,9205,83134,2776,4219,2777,22192,7519,156363,10483,166831,25746,127854,7213,4683,25303,85206,120750,29647,6315,5230,6369,1330,32,4,529,54,1701,566,323,4,2578,25,595,43,16,356,20,4462,865,18,820,951,638,12,377,272,7,16,1009,71686,25415,1098,16,599,147,60,707,25,621,6674,1914,11504,93,1136,45,10,113,71,574,8,105,8,555,13,1013,2173,16585,2142,21,21,1662,3234,1309,41,497,675,669,651,76,2974,4648,19,13945,155,14,388,14,34,19,742,1661,181,13,324,262,9,300,446,49,6525,3630,4241,1600,2979,71,46,1410,11,393,2081,14,25,35,197,389,12,1234,21,378,2,126,31,5,106,69,10512,257,5,480,250,952,48,630,5991,4123,1205,214,210,122,234,2967,616,2,136,14,12,3281,10,2551,81,38,15,125,16,2065,19,9655,6300,283,56956,2532,280,7466,9,828,1,1352
2020-04-13,580526,18328,7370,10453,83213,2852,4661,3102,23430,9784,159516,10948,170099,26710,130072,7525,4817,26937,89570,124414,30589,6351,5496,6513,1349,49,4,529,54,1711,566,343,4,2919,60,612,45,16,356,20,4934,998,23,820,1091,646,12,419,274,7,16,1037,73303,25688,1148,16,727,159,60,726,25,803,6934,1983,11942,93,1361,45,10,113,72,626,10,123,11,607,13,1039,2272,16934,2208,21,21,1712,3400,1332,62,497,685,726,655,77,3064,4932,19,14041,156,17,393,18,34,19,769,1763,189,16,324,265,9,330,467,57,6603,4054,4557,1650,3231,74,47,1458,11,397,2145,14,26,35,208,391,14,1300,23,384,4,127,31,5,106,73,10537,272,5,480,319,970,50,632,6059,4521,1212,298,217,122,235,3167,633,2,136,15,12,3292,10,2579,81,38,15,137,17,2190,19,10647,6633,283,61049,2918,291,7529,9,854,1,1378
2020-04-14,607220,21102,7645,11487,83306,2979,5014,3372,25262,10303,162488,11445,172541,27580,131359,7917,4987,28563,94845,130377,31119,6415,5837,6706,1366,53,4,570,55,1720,636,373,4,3281,60,618,45,16,371,20,5369,1165,23,848,1232,659,12,430,283,7,16,1083,74877,25936,1197,16,813,161,60,747,29,1012,7202,2070,12341,93,1528,47,11,113,72,638,11,144,11,665,13,1067,2415,17448,2277,28,41,1934,3472,1373,63,528,713,766,657,77,3161,5223,19,14226,167,17,393,18,34,29,835,1888,189,16,324,266,9,354,475,57,6623,4465,4839,1704,3428,82,49,1512,11,407,2170,14,35,35,216,397,16,1355,23,393,6,134,40,5,108,73,10564,300,5,483,363,977,51,641,6111,4933,1220,363,233,122,241,3286,662,2,136,15,14,3307,10,2613,81,38,15,149,30,2350,19,11479,6879,387,65111,3252,299,7603,9,908,1,1400
2020-04-15,636538,24490,8100,12322,83356,3105,5399,3764,28320,11475,165155,11927,177644,28316,134753,8273,5072,30223,99483,133585,33573,6440,6383,6876,1386,88,4,584,55,1727,636,407,4,3728,80,626,48,16,372,22,5862,1302,23,848,1295,673,12,449,288,7,16,1110,76389,26336,1253,16,910,174,117,780,33,1231,7582,2160,12652,93,1671,55,13,114,73,638,56,148,12,770,13,1111,2506,18091,2443,29,51,2049,3574,1400,74,542,747,814,666,81,3237,5453,19,14336,180,23,395,18,35,32,863,2024,197,16,324,267,9,397,494,80,6740,4873,5136,1741,3711,85,49,1579,11,419,2192,14,48,35,225,401,16,1405,23,399,8,136,40,5,110,125,10591,306,5,492,404,995,59,658,6216,5365,1248,435,238,122,254,3614,695,2,136,15,14,3373,10,2643,81,43,15,159,30,2505,19,12547,7216,387,69392,3699,314,7858,9,974,1,1415
2020-04-16,667773,27938,8626,13430,83403,3233,5847,4161,30425,12491,168941,12540,184948,29383,137698,8807,5182,32790,104145,146182,34809,6462,6919,7074,1401,94,4,584,55,1739,641,442,4,4204,80,642,48,16,393,25,6380,1349,27,996,1402,673,12,466,303,7,16,1167,77995,26732,1283,17,1019,199,117,822,33,1572,7918,2268,12948,93,1700,55,15,114,75,654,56,171,12,794,15,1159,2605,18841,2571,31,51,2154,3751,1434,85,546,800,862,675,81,3369,5660,19,14476,196,23,395,18,35,32,977,2283,204,16,324,268,9,441,518,80,6896,5318,5516,1791,4103,92,53,1652,11,426,2207,14,49,35,234,402,16,1524,23,412,18,138,41,5,111,143,10613,348,5,502,438,1022,59,663,6433,5825,1268,591,238,122,267,3755,715,7,136,16,14,3444,10,2672,81,43,15,164,31,2673,19,13271,7707,449,74193,4427,335,8225,9,1081,1,1434
2020-04-17,699948,32008,9787,14352,83760,3439,6297,4662,33682,13489,172434,13216,190839,30619,141397,9252,5251,34876,109769,148103,36138,6522,7025,7268,1409,147,4,627,56,1754,641,493,4,4779,116,649,52,16,426,28,7142,1405,27,996,1546,696,12,489,303,7,16,1214,79494,27078,1340,17,1069,202,143,864,38,1838,8379,2418,13246,94,1740,63,26,114,75,688,56,171,12,845,15,1201,2783,19022,2669,34,79,2264,4016,1459,88,557,846,923,682,83,3489,5878,19,14595,214,24,395,18,35,32,1049,2564,204,17,324,268,9,465,539,108,6937,5690,5923,1814,4663,96,54,1763,11,442,2224,14,49,35,246,407,30,1658,23,422,18,143,41,5,117,143,10635,370,5,502,477,1050,73,668,6549,6302,1304,732,244,122,287,4126,735,7,136,16,14,3480,10,2700,82,43,15,177,31,2844,19,13980,8067,480,78546,5050,342,8450,9,1117,1,1482
2020-04-18,732511,36793,10296,15722,83787,3439,6875,5106,36658,14420,175925,13822,191726,31766,143342,9730,5305,36358,115314,151924,37183,6547,7638,7437,1422,147,4,639,55,1760,834,542,4,4779,135,655,57,16,426,35,8274,1490,33,1017,1615,704,12,506,307,7,16,1268,80868,27404,1373,17,1180,206,143,864,38,2144,8742,2534,13537,94,1773,63,30,114,75,801,58,216,12,908,15,1248,3034,19685,2758,35,79,2378,4210,1512,98,565,878,986,712,84,3681,6087,19,14671,235,25,398,18,39,66,1089,2685,227,17,325,268,9,493,548,108,7036,5994,6248,1832,5008,105,55,1834,11,457,2235,14,49,35,262,413,31,1751,23,426,18,144,43,5,120,163,10653,388,5,508,518,1091,76,672,6606,6302,1317,732,254,122,307,4335,735,7,137,22,14,3537,10,2733,82,46,15,190,31,3032,24,14758,8418,510,82329,5992,350,9022,9,1170,1,1513
2020-04-19,759150,42853,10797,17615,83805,3792,7497,5449,38654,15628,178972,14385,198674,32838,145184,10088,5389,38026,121172,153041,38496,6547,8348,7580,1431,170,4,648,55,1771,1042,627,4,4779,164,660,61,16,455,52,9362,1565,33,1017,1676,713,12,554,308,7,16,1285,82211,27740,1398,17,1266,208,143,879,39,2456,9287,2629,13813,94,1881,65,35,114,75,847,61,224,12,933,20,1291,3158,20206,2839,39,79,2472,4273,1528,111,576,894,1035,727,84,3783,6259,19,14749,257,25,420,18,39,66,1161,2855,256,17,328,268,10,520,562,109,7078,6318,6575,1871,5448,108,55,1916,11,472,2245,14,51,35,270,417,31,1915,23,427,19,147,44,5,121,173,10661,394,5,517,579,1153,81,673,6746,6781,1330,846,271,122,327,4680,761,7,138,22,14,3550,10,2765,82,50,15,201,32,3144,24,15251,8746,510,86306,6588,367,9468,10,1207,1,1539
2020-04-20,784339,47121,10797,18539,83817,3977,8261,5710,40743,16325,181228,14777,200210,33588,147065,10507,5425,39591,125856,155489,39983,6547,8418,7711,1440,254,4,648,56,1773,1042,665,4,6264,237,662,65,16,461,69,10484,1627,33,1163,1852,717,12,568,312,7,16,1309,83505,27944,1436,18,1410,208,160,884,39,2948,9593,2718,14112,94,1907,65,43,114,75,847,67,246,12,996,20,1339,3300,20863,2941,39,79,2548,4467,1535,119,581,929,1087,739,84,3868,6459,19,14795,289,25,422,18,39,92,1173,3046,256,17,328,268,10,564,584,120,7156,6630,6760,1881,6015,111,60,1984,11,477,2245,14,51,54,281,425,31,1995,23,431,22,147,44,5,121,223,10674,402,5,535,622,1173,91,677,6900,7265,1335,846,304,122,332,4964,767,7,138,24,15,3558,10,2792,82,50,15,218,33,3333,24,15652,8936,510,90980,8014,377,10128,10,1225,1,1574
2020-04-21,812350,52763,11135,20080,83853,4149,8772,6125,43079,17837,183957,15322,204178,34317,148291,10832,5482,41334,130172,158197,40956,6547,9565,7891,1445,254,4,657,61,1778,1042,665,4,6723,286,669,70,16,462,83,11631,1678,33,1163,1995,717,12,590,313,7,16,1342,84802,28063,1480,18,1508,213,165,884,42,3382,9856,2811,14394,94,1973,66,50,115,75,916,68,258,14,1026,20,1401,3465,21379,3031,39,83,2614,4658,1552,121,600,975,1137,748,86,4014,6599,19,14873,294,28,425,18,39,107,1199,3209,285,18,328,268,10,598,609,156,7191,6630,7135,1908,6533,114,65,2098,11,494,2401,14,51,54,296,428,43,2080,23,443,23,150,47,6,121,223,10683,408,5,535,688,1226,99,677,7033,7755,1344,945,310,122,350,5044,772,7,138,31,15,3618,10,2811,82,50,15,225,34,3490,24,16040,9242,510,95591,9125,412,10398,10,1231,1,1602
2020-04-22,841392,57999,11512,21370,83868,4356,9501,6592,45757,19250,187327,16004,208389,35032,150648,11296,5532,43628,134638,160012,41889,6547,10076,8108,1451,284,4,662,63,1785,1154,873,4,7281,286,681,74,16,476,86,12772,1716,33,1163,2135,723,13,612,315,7,16,1368,85996,28268,1518,18,1614,213,186,909,42,3772,10169,2910,14619,94,2027,67,61,115,75,952,73,293,14,1092,22,1473,3635,21982,3144,41,84,2778,4821,1559,123,609,1024,1189,761,88,4129,6710,19,14925,316,28,426,18,39,140,1244,3446,288,23,329,268,10,609,634,166,7338,6630,7418,1950,7141,116,65,2168,11,510,2408,15,59,54,303,435,45,2248,24,444,23,153,57,6,121,233,10694,416,11,543,761,1250,101,682,7132,8238,1353,974,330,122,359,5300,784,8,138,31,15,3654,10,2826,82,50,15,237,35,3659,25,16671,9710,510,98674,10141,442,10850,10,1259,1,1631
2020-04-23,869377,62773,12368,23077,83884,4561,11633,7170,50036,20914,189973,16755,213024,35921,153129,11812,5603,45297,139246,158315,42797,6661,11155,8271,1456,284,5,671,74,1789,1154,981,4,8022,328,686,76,16,488,108,13930,1758,33,1334,2289,723,13,631,316,7,16,1413,87026,28496,1548,18,1716,220,186,918,42,4186,10511,3007,14895,94,2217,70,64,115,76,1004,82,309,16,1176,22,1523,3953,22353,3435,46,84,2926,5166,1592,139,616,1097,1235,778,88,4284,6981,19,15002,384,28,427,18,39,162,1325,3568,311,33,331,268,10,703,663,167,7401,6630,7775,1981,7764,116,72,2284,11,519,2463,15,60,54,320,437,48,2399,24,445,23,154,58,7,121,257,10708,425,11,557,862,1272,101,688,7187,8756,1366,986,368,122,377,5543,790,8,138,31,15,3665,10,2839,82,50,15,250,36,3891,25,17607,10096,510,101790,11178,479,11183,11,1300,1,1677
2020-04-24,905402,68622,12829,24530,83899,4881,12872,7647,54043,21648,192994,17567,219764,36729,154999,12306,5691,46144,144640,159969,44293,6677,11940,8408,1461,299,5,681,75,1789,1279,1095,4,8773,328,687,84,16,501,129,15102,1804,40,1430,2482,731,14,665,319,7,16,1421,88194,28677,1592,18,1790,223,200,922,42,4689,10892,3127,15143,94,2518,73,82,115,77,1077,88,325,16,1226,22,1596,4220,22797,3607,65,214,3110,5338,1605,144,629,1234,1285,784,90,4395,7192,19,15071,430,29,428,18,39,174,1360,3758,318,33,331,270,10,807,678,172,7463,6630,8211,2009,8525,117,73,2443,11,591,2490,15,61,54,336,441,49,2614,24,447,24,176,62,7,122,288,10718,444,11,563,954,1291,101,696,7273,9281,1373,999,420,122,394,5749,795,8,138,36,15,3695,10,2854,83,52,15,274,37,4092,25,18184,10417,510,104912,12075,545,22719,11,1326,1,1708
2020-04-25,938961,74588,13231,26283,83909,5142,13842,8125,59324,25331,195351,18177,223759,37384,156513,12858,5742,47692,149569,161647,45325,6694,12723,8643,1470,299,5,684,75,1790,1279,1182,4,9590,390,693,84,16,513,177,16299,1862,46,1518,2601,738,14,665,320,7,16,1486,89328,28894,1617,18,1905,228,200,939,42,4998,11273,3256,15302,94,2588,73,82,115,79,1077,90,370,16,1330,22,1677,4361,23392,3780,70,258,3304,5538,1635,146,629,1247,1337,804,96,4475,7294,19,15148,473,31,429,18,39,213,1373,3897,323,33,331,270,10,866,712,176,7499,6630,8607,2016,9358,122,78,2443,11,627,2506,18,61,54,343,444,49,2892,24,448,24,183,72,7,123,305,10728,456,11,596,996,1301,117,704,7352,9813,1388,1008,460,122,416,5926,804,8,138,56,15,3711,10,2907,83,52,15,274,37,4319,25,18561,10635,510,107773,12693,614,22719,12,1367,1,1763
2020-04-26,966314,80949,13441,27890,83912,5379,14677,8617,63100,27517,197675,18640,226629,38040,157770,13331,5780,49116,154037,162280,46134,6714,13328,8773,1469,299,6,696,79,1792,1550,1273,4,10463,436,695,88,16,513,214,17522,1869,46,1621,2717,738,14,682,321,7,16,1516,90481,29061,1645,18,1998,228,200,949,43,5416,11617,3382,15385,94,2647,74,93,115,79,1150,106,389,19,1463,22,1746,4546,23864,3892,76,258,3408,5779,1643,146,632,1300,1369,812,98,4576,7579,19,15225,500,31,429,18,39,237,1379,4065,325,34,332,270,10,950,726,176,7527,6630,8882,2030,10287,123,80,2500,11,627,2517,18,61,64,355,447,52,3075,24,448,24,191,72,7,124,350,10738,486,11,606,996,1316,120,707,7404,10349,1396,1023,523,122,442,6135,810,8,138,59,15,3723,10,2922,83,53,15,298,38,4534,26,19262,11036,510,110130,13624,671,22719,13,1386,1,1820
2020-04-27,988946,87147,14153,29451,83918,5597,15529,9009,67446,28699,199414,18926,229422,38440,158758,13813,5820,51621,158348,165966,46687,6721,13915,8896,1472,299,6,701,79,1792,1550,1337,4,11289,480,697,88,16,538,226,18811,1904,46,1705,2835,743,15,695,321,7,16,1565,91472,29164,1678,18,2049,230,200,967,43,5913,11902,3517,15513,95,2723,74,93,116,80,1164,109,408,19,1531,22,1808,4793,24027,4003,76,258,3481,6021,1647,146,635,1363,1389,818,98,4695,7777,19,15274,530,32,429,18,39,275,1381,4120,329,36,334,270,10,1014,736,211,7599,6630,9096,2039,11244,124,80,2583,11,661,2534,18,61,64,363,449,52,3288,24,450,24,207,72,7,128,364,10752,497,11,620,1163,1328,124,710,7445,10839,1402,1035,588,122,459,6293,817,8,138,65,15,3729,10,2931,83,73,15,323,38,4782,27,19648,11339,510,112261,14423,736,23240,13,1399,1,1847
2020-04-28,1013567,93558,13736,31324,83940,5949,16752,9410,73235,31190,201505,19621,232128,38612,159912,14365,5851,53297,162350,169098,47334,6744,14612,9049,1474,299,34,709,79,1795,1671,1532,8,12208,528,705,95,16,538,250,20077,1939,52,1705,3027,743,15,708,321,7,16,1585,92584,29264,1717,18,2131,239,207,975,43,6462,12218,3649,15672,95,2811,74,104,116,80,1183,114,424,50,1703,23,1867,4996,24322,4127,76,315,3638,6021,1660,150,638,1399,1437,836,99,4740,7958,19,15357,530,32,429,18,39,318,1384,4252,329,36,334,270,10,1014,750,238,7660,6630,9511,2047,11921,126,80,2649,11,702,2566,19,61,64,374,449,54,3440,24,458,24,212,74,7,128,364,10761,511,11,625,1240,1337,133,717,7504,11380,1408,1072,619,122,471,6416,822,8,138,71,15,3741,10,2938,83,73,15,345,38,5042,27,19877,11616,510,114653,14951,823,24258,13,1421,1,1928
2020-04-29,1040857,99399,13895,33062,83944,6207,17799,9866,79685,33931,203591,20302,236899,38998,161539,14885,5945,55061,166441,167643,47859,6752,15525,9206,1476,480,34,713,81,1797,1671,1728,8,13181,582,713,97,16,553,278,21402,2002,52,1832,3138,743,16,729,322,8,16,1677,93657,29407,1766,18,2274,249,207,980,43,7103,12640,3848,15754,95,2921,78,104,116,80,1238,114,482,50,1827,23,1932,5350,24505,4285,76,315,3771,6378,1666,150,641,1447,1467,849,109,4906,8212,19,15402,557,32,429,18,39,375,1391,4321,331,36,332,270,10,1110,766,276,7710,6630,9771,2062,12564,130,80,2727,11,738,2576,20,61,64,384,451,57,3740,24,463,24,225,76,7,128,396,10765,517,11,630,1351,1364,141,721,7579,11929,1418,1077,649,122,491,6652,837,8,138,91,15,3769,10,2947,83,205,17,377,38,5268,27,20253,11978,510,117589,15641,882,24675,13,1442,6,2003
2020-04-30,1070357,106498,14088,34863,83956,6507,19224,10406,87187,36976,205463,21092,213435,39512,163009,16023,6002,56716,172481,168861,48519,6766,16817,9356,1479,480,35,719,83,1797,2074,1932,14,14027,601,719,106,16,563,468,22753,2039,73,1832,3402,745,16,746,322,8,16,1757,94640,29586,1804,18,2348,266,220,994,43,7667,12877,4006,15896,95,3040,82,124,116,81,1275,121,490,50,1827,23,2066,5647,25045,4428,76,315,3897,6532,1689,151,645,1506,1501,858,116,4995,8488,19,15452,599,40,429,18,39,375,1396,4423,333,37,332,270,11,1110,773,276,7738,9009,10118,2076,13409,131,81,2775,11,771,2591,20,61,64,396,453,57,4024,24,465,24,243,76,7,128,422,10774,539,11,643,1495,1375,141,725,7682,12481,1429,1089,663,122,572,6972,843,8,138,100,15,3784,10,2954,83,205,17,395,38,5537,27,20612,12240,799,120204,16169,933,24934,14,1465,6,2085
2020-05-01,1104674,114431,14305,37257,83959,7006,20739,10861,92202,40459,207428,21520,213435,39989,164077,17008,6071,58549,178685,169387,49032,6778,18114,9509,1485,480,45,728,85,1798,2074,2170,16,14917,601,725,109,16,569,491,24097,2086,73,1832,3597,745,16,756,322,8,16,1781,95646,29705,1854,18,2447,333,229,998,44,8238,13105,4154,16012,95,3170,82,136,116,81,1333,122,508,72,2171,23,2148,5951,25351,4532,79,315,3980,6720,1694,151,649,1555,1537,870,123,5051,8772,19,15531,644,40,429,18,39,442,1403,4569,335,37,332,270,12,1229,782,276,7783,9009,10551,2085,14096,133,81,2863,11,804,2612,20,63,90,411,459,59,4377,25,467,24,249,76,7,132,432,10780,566,11,648,1537,1389,141,729,7737,13038,1434,1097,690,122,604,7288,850,8,138,106,15,3802,10,2960,83,257,17,424,38,5895,30,20833,12567,806,122392,17101,1024,26336,14,1494,7,2153
2020-05-02,1134035,124054,14571,39699,83959,7285,22088,11411,97100,42534,209328,22082,216582,40434,164967,18435,6176,60023,183500,170179,49517,6799,19103,9605,1487,480,45,736,88,1798,2169,2388,16,15828,671,733,119,16,580,519,25459,2118,117,2077,3857,747,16,769,322,8,16,1839,96448,29817,1894,18,2483,370,229,1009,44,8790,13375,4295,16069,95,3284,82,155,116,81,1362,152,544,72,2469,23,2273,6336,25190,4681,79,315,4052,7090,1699,151,652,1594,1611,871,123,5176,8928,19,15558,688,34,432,18,39,533,1407,4729,345,38,332,270,17,1229,789,335,7809,9362,10843,2088,14872,133,83,2942,11,1010,2620,21,63,90,435,460,59,4619,25,468,24,255,81,7,135,463,10793,582,15,652,1586,1394,152,733,7755,13599,1439,1112,705,122,674,7578,857,8,138,108,15,3812,10,2966,83,257,17,446,39,6193,35,21176,12732,823,124375,17548,1115,27464,14,1506,10,2219
2020-05-03,1159489,134687,14877,42505,83964,7668,23471,11913,101826,45928,210717,22317,217466,40769,165664,19663,6298,61183,187842,170540,49906,6822,20084,9721,1487,480,46,750,89,1799,2169,2558,16,16705,722,739,124,16,580,527,27011,2149,117,2077,3920,748,16,795,322,8,16,1857,97424,29905,1932,18,2568,396,229,1013,44,9455,13693,4474,16096,95,3383,82,166,116,82,1398,165,563,72,2469,23,2386,6783,25282,4783,80,315,4121,7090,1700,155,662,1618,1649,879,124,5254,9223,19,15597,703,34,436,18,39,592,1408,4903,357,39,332,271,17,1594,795,335,7847,9464,11192,2096,15551,135,83,2998,11,1055,2626,21,63,90,465,461,75,4983,25,477,24,259,85,7,149,469,10801,589,15,655,1586,1399,154,737,7781,14163,1439,1112,718,122,674,7954,864,8,138,112,15,3824,10,2969,83,257,18,490,39,6465,35,21506,13163,851,126045,18205,1182,29538,15,1511,10,2296
2020-05-04,1181552,145268,15078,46437,83966,7973,24905,12331,108620,47372,211938,22721,218011,40968,166152,20643,6353,62743,191832,171102,50267,6847,20941,9868,1486,480,46,755,97,1799,2719,2802,23,17489,756,742,137,16,582,541,28656,2189,117,2104,4049,750,17,830,323,8,16,1926,98647,29981,1984,18,2637,415,236,1018,44,10143,14006,4648,16149,95,3533,92,178,116,82,1432,175,580,85,2469,23,2507,7220,25524,4887,80,315,4248,7197,1703,161,672,1652,1668,896,126,5327,9485,19,15621,730,34,438,18,39,678,1413,5053,357,41,332,271,17,1681,803,367,7904,9557,11587,2101,16191,140,83,3035,11,1178,2632,21,63,96,490,465,75,5278,25,480,24,261,85,7,149,471,10804,593,15,657,1710,1407,158,740,7819,14730,1439,1116,751,122,682,8235,872,8,138,116,15,3828,10,2987,83,413,18,555,40,6813,35,21772,13512,855,127659,18778,1271,31881,15,1518,12,2346
2020-05-05,1205504,155370,15253,49400,83968,8613,26025,12697,115455,51189,213013,23216,219329,41286,167007,22016,6383,64100,196243,172219,50509,6875,22049,10019,1488,480,52,763,98,1799,2719,2950,174,18350,835,755,138,16,582,573,30251,2207,170,2104,4205,751,17,843,324,8,16,1946,99970,30009,2060,18,2735,431,236,1022,44,10929,14431,4838,16181,95,3720,93,199,116,82,1464,186,612,85,2469,23,2619,7572,25702,5020,81,315,4363,7523,1711,161,688,1704,1685,896,128,5412,9684,19,15650,763,34,438,18,39,778,1421,5219,361,41,332,271,17,1802,820,397,7955,9677,12071,2112,17142,145,89,3065,11,1270,2642,21,63,96,535,471,82,5804,25,482,24,261,88,7,151,473,10806,604,15,670,1811,1410,166,741,7896,15192,1445,1120,771,122,705,8480,874,8,138,119,15,3840,10,2988,83,413,18,587,41,7201,36,21983,13837,856,129491,19410,1329,31881,16,1526,21,2431
2020-05-06,1229579,165929,15253,52987,83970,8959,27634,13184,126611,54817,214457,23918,220325,41518,168162,23048,6428,65703,202359,176355,50781,6894,24073,10136,1489,480,58,770,100,1799,3091,3145,174,19255,873,761,146,16,589,617,31938,2233,170,2265,4422,751,17,871,324,8,16,1987,101650,30060,2127,18,2903,440,264,1025,45,11719,14740,4997,16246,95,3934,93,225,116,82,1516,191,631,94,3224,23,2782,7808,26182,5208,81,439,4476,7731,1713,161,729,1778,1703,900,128,5573,10004,19,15684,798,34,439,18,39,852,1429,5408,379,43,332,271,17,1886,832,397,7996,9791,12438,2119,17972,162,92,3111,11,1461,2663,21,64,96,582,473,99,6289,25,484,24,268,100,7,158,478,10810,610,15,673,1856,1416,170,750,7974,15738,1448,1124,797,122,797,8807,878,8,139,123,15,3851,10,2989,83,475,18,633,41,7588,36,22248,14107,856,131744,20198,1433,31881,16,1539,25,2480
2020-05-07,1258202,177160,15477,56351,83975,9456,29616,13691,135773,58526,215858,24623,221447,41973,169430,24581,6467,67146,207977,177096,51420,6913,24644,10281,1490,480,74,781,101,1801,3091,3526,187,20168,928,765,153,16,608,648,33731,2298,253,2267,4578,752,17,895,324,8,16,2027,103135,30126,2204,18,2958,462,264,1026,45,12425,15047,5182,16307,95,4199,93,231,116,82,1571,218,650,94,3392,23,2884,8232,26715,5371,81,439,4605,7868,1720,176,736,1829,1729,909,135,5673,10343,19,15752,832,34,440,18,39,930,1445,5548,381,43,332,288,18,2081,842,504,8034,9848,12776,2125,18890,191,92,3150,11,1685,2678,21,64,140,607,494,101,6567,25,486,24,271,101,7,193,488,10822,615,15,684,1927,1421,178,784,8031,16240,1449,1133,824,122,863,9095,883,8,141,153,15,3859,10,2992,83,564,18,695,41,7981,36,22385,14499,861,133721,20939,1492,30298,16,1572,25,2543
2020-05-08,1285667,187859,15575,59695,83976,10051,31522,14195,146894,61847,217185,25265,222857,42292,170588,25972,6535,68485,212629,177627,52011,6918,26435,10416,1492,509,120,795,101,1801,4012,3912,208,21101,928,773,167,16,632,744,35432,2325,260,2267,4834,752,17,906,324,8,16,2070,104691,30207,2279,18,3112,563,274,1030,47,13134,15366,5369,16340,95,4444,94,257,116,83,1602,230,668,143,3563,23,3029,8895,27268,5611,82,439,4728,8070,1725,177,744,1872,1741,928,145,5738,10463,19,15774,900,34,440,18,39,930,1455,5711,388,43,332,288,20,2266,850,620,8070,9943,13112,2161,20201,194,92,3178,11,1771,2691,21,64,242,621,508,102,7208,25,489,24,273,108,7,193,490,10840,623,15,694,2009,1430,189,796,8077,16793,1450,1135,835,122,937,9376,889,8,141,159,15,3871,10,3000,83,594,18,742,42,8476,43,22541,14811,861,135569,21707,1551,28818,16,1586,34,2603
2020-05-09,1310850,198676,15663,62808,83990,10495,33460,14710,156061,65015,218268,25921,223578,42581,171324,27219,6589,69645,216525,178155,52596,6939,28736,10517,1494,509,120,815,116,1801,4263,4151,208,22052,997,780,252,16,632,790,37136,2349,322,2274,4975,754,17,931,324,8,16,2090,106220,30251,2422,18,3224,689,274,1032,47,13770,15651,5558,16359,96,4774,94,291,116,84,1667,236,692,143,3563,23,3175,9420,27406,5776,87,439,4867,8282,1733,178,748,1921,1754,930,153,5880,10610,19,15833,967,35,440,18,39,1111,1455,5910,402,56,332,288,20,2437,856,661,8099,10032,13645,2176,21331,210,92,3213,11,1830,2710,21,64,284,649,522,110,7623,25,490,24,280,129,7,193,490,10874,626,15,702,2042,1459,199,809,8095,17417,1454,1189,847,122,937,9882,891,8,141,163,15,3877,10,3004,83,641,18,784,42,8964,43,22760,15131,862,137115,22460,1634,29071,16,1622,34,2679
2020-05-10,1330730,209688,15777,67161,84010,11063,35022,15232,162699,67307,219070,26322,224350,42826,171879,28866,6656,70736,220449,178404,53081,6948,30334,10627,1497,509,120,821,121,1801,4263,4399,208,22973,1054,792,267,16,632,835,39048,2418,322,2579,5090,755,17,1002,324,8,16,2117,107603,30305,2519,18,3399,713,274,1032,47,14657,15996,5723,16388,96,4941,104,307,116,84,1700,246,704,143,4402,23,3313,10015,27581,6034,91,439,4927,8448,1739,180,751,1965,1766,939,174,5962,10794,19,15871,1052,36,440,18,39,1164,1457,6063,414,56,332,288,20,2556,868,661,8105,10032,14032,2187,22520,239,92,3263,11,1972,2716,21,64,319,672,540,110,8688,25,496,24,284,146,7,193,502,10909,635,15,707,2146,1471,199,845,8123,18198,1457,1210,863,122,991,10347,892,8,141,172,15,3886,10,3009,83,726,18,889,42,9400,45,22996,15362,870,138657,23336,1709,29559,16,1642,51,2767
