,USA,RUS,JPN,IND,CHN,COL,MEX,UKR,BRA,PER,ITA,SWE,ESP,NLD,DEU,CHL,MYS,CAN,GBR,FRA,BEL,AUS,PAK,DNK,NZL,TZA,SSD,NER,UGA,ISL,GHA,NGA,STP,BLR,SOM,CRI,ZMB,DMA,SMR,MDV,SAU,UZB,TCD,CMR,KAZ,AND,VCT,KGZ,MNE,MRT,NAM,BIH,IRN,CHE,AZE,FJI,OMN,PRY,COG,TUN,SYR,BGD,POL,DZA,ISR,MCO,BHR,GUY,SLE,TTO,BRB,CIV,CPV,MLI,CAF,AFG,BWA,ARM,ZAF,PRT,ARG,MOZ,GNQ,MDA,PAN,EST,MMR,BFA,BGR,CUB,LVA,TGO,FIN,PHL,LAO,AUT,GTM,ZWE,TWN,BLZ,ERI,SDN,SVK,MAR,VEN,MWI,MUS,VNM,GMB,BOL,ALB,GAB,NOR,SRB,IDN,HRV,QAT,ETH,BHS,HUN,SYC,HND,GRC,GRD,LBY,BEN,KEN,JOR,NPL,KWT,ATG,MLT,TLS,RWA,HTI,BTN,MDG,JAM,KOR,GEO,BDI,URY,GIN,LTU,LBR,LBN,CZE,ARE,SVN,DJI,LKA,KHM,COD,DOM,CYP,PNG,BRN,SWZ,KNA,LUX,SUR,THA,LIE,GNB,LCA,SLV,MNG,EGY,AGO,IRL,ROU,KOS,TUR,SGP,SEN,ECU,NIC,MKD,YEM,IRQ
2020-06-17,2165692,552549,17520,366946,84458,55083,159793,33986,961230,240908,237828,54562,244683,49412,188604,220628,8515,101429,300717,197527,60244,7391,160118,12494,1507,509,1813,1020,732,1815,12590,17735,683,56032,2696,1871,1412,18,695,2120,141234,5682,854,9864,15877,854,29,2657,333,2223,36,3141,195051,31187,10991,18,26079,1308,883,1128,178,98489,30701,11268,19905,99,19961,171,1249,123,97,6063,792,1890,2564,26960,79,18033,80412,37672,35552,651,1664,12732,22597,1977,262,899,3542,2280,1104,544,7117,27238,19,17203,11251,401,445,22,131,7740,1561,8997,3386,572,337,335,34,20685,1722,4229,8692,12522,41431,2258,83174,3759,104,4078,11,10299,3203,23,500,572,4044,987,7177,37533,26,662,24,639,4441,67,1378,626,12257,888,104,849,4668,1773,509,1489,10162,43364,1503,4545,1924,128,5100,24105,985,8,141,563,15,4085,261,3135,83,1492,19,4066,201,49219,155,25341,22760,1486,182727,41216,5369,48490,1823,4482,902,24254
2020-06-18,2193642,560321,17589,380532,84494,57202,165455,34833,986750,244388,238159,56043,245268,49527,189817,225103,8529,101830,301935,198113,60348,7409,165062,12544,1507,509,1830,1020,741,1816,12929,18480,688,56657,2719,1939,1416,18,709,2137,145991,5767,854,9864,15877,855,29,2657,337,2424,39,3174,197647,31200,11329,18,26818,1330,883,1132,187,102292,31015,11385,20207,99,20430,183,1272,123,97,6444,823,1906,2605,27423,79,18698,83890,38089,37510,662,1664,13106,23351,1977,286,899,3674,2295,1108,547,7119,27799,19,17223,11868,463,446,22,142,8020,1562,9074,3483,592,337,342,36,21499,1788,4340,8708,12616,42762,2269,84441,3954,104,4079,11,10739,3227,23,510,597,4257,1001,7848,38074,26,663,24,646,4547,67,1403,638,12306,893,104,850,4841,1779,516,1495,10280,43752,1511,4557,1947,129,5283,24645,985,8,141,586,15,4091,277,3141,83,1492,19,4200,204,50437,166,25355,23080,1486,184031,41473,5475,49097,1823,4664,909,25717
2020-06-19,2225780,568292,17650,395048,84494,60387,170485,35755,1042809,247925,238011,56043,245575,49634,190299,231393,8535,102233,303285,198900,60476,7411,171666,12591,1509,509,1864,1020,755,1819,13203,19147,693,57333,2719,2058,1430,18,709,2150,150292,5946,858,10638,16779,855,29,2789,355,2621,45,3273,200262,31235,11767,18,27670,1336,883,1146,187,105535,31316,11504,20517,99,20916,183,1298,123,97,6874,848,1923,2605,27964,89,19157,87715,38464,39570,668,1664,13556,24274,1979,286,900,3755,2305,1110,555,7133,28459,19,17271,12509,479,446,22,142,8020,1576,9613,3591,620,337,349,36,22476,1838,4428,8726,12709,43803,2280,85462,4070,104,4081,11,11258,3237,23,520,650,4374,1008,8274,38678,26,663,24,661,4688,68,1443,652,12373,896,104,853,4904,1787,542,1510,10406,44145,1513,4565,1950,129,5477,25068,985,8,141,623,15,4099,293,3146,83,1541,19,4329,204,52211,172,25368,23400,1486,185245,41615,5639,49731,1823,4820,919,27352
2020-06-20,2258731,576162,17714,410461,84553,63454,175202,36615,1071666,251338,238275,56043,245938,49710,190670,236748,8556,102652,304580,199519,60550,7461,176617,12591,1511,509,1882,1035,763,1822,13717,19808,698,57936,2755,2127,1430,18,713,2187,154233,6153,858,11610,17225,855,29,2981,359,2813,46,3273,202584,31243,12238,18,28566,1362,883,1156,198,108775,31620,11631,20676,99,21331,183,1309,123,97,7276,863,1933,2686,28383,89,19708,92681,38841,41204,688,1664,13953,25222,1981,287,901,3872,2309,1111,561,7142,29400,19,17323,12755,479,446,22,143,8416,1586,9839,3789,620,337,349,37,23512,1891,4428,8742,12803,45029,2299,86488,4469,104,4086,11,12306,3256,23,544,650,4478,1015,8605,39145,26,664,24,702,4916,68,1503,657,12421,898,104,859,4960,1790,581,1536,10448,44533,1519,4565,1950,129,5672,25778,985,8,141,627,15,4105,303,3147,83,1541,19,4475,206,53758,176,25374,23730,1486,186493,41833,5783,49731,1823,5005,922,29222
2020-06-21,2285121,583879,17769,425282,84572,68836,180545,37361,1088233,251338,238499,56043,246272,49801,191272,242355,8572,102957,305803,199862,60550,7474,181088,12591,1513,509,1892,1036,770,1823,14154,20244,698,58505,2779,2213,1430,18,713,2203,157612,6315,858,11892,17732,855,29,3356,362,2984,55,3273,204952,31292,12729,18,29471,1379,883,1157,204,112306,31931,11771,20849,100,21764,184,1327,123,97,7492,890,1933,2808,28919,89,20268,97302,39133,42785,733,1664,14200,26030,1981,290,903,3905,2312,1111,569,7143,30052,19,17341,13145,489,446,22,143,8580,1587,9977,3917,730,337,349,37,24388,1962,4428,8745,12894,45891,2317,87369,4532,104,4094,11,12769,3266,23,571,765,4738,1033,9026,39650,26,665,24,728,4980,68,1596,659,12438,906,144,876,4988,1793,601,1587,10498,44925,1520,4582,1950,129,5826,26677,985,8,141,635,15,4120,314,3148,83,1541,19,4626,213,55233,183,25379,24045,1486,187685,42095,5888,50640,1823,5106,941,30868
2020-06-22,2316448,591465,17812,440215,84624,71367,185122,38056,1114728,257447,238720,58932,246504,49866,191768,246963,8587,103313,306761,200004,60550,7492,185034,12727,1515,509,1916,1046,774,1823,14154,20919,702,59023,2812,2277,1430,18,713,2217,161005,6461,858,12041,18231,855,29,3356,367,3121,63,3525,207525,31310,13207,18,31076,1392,1087,1159,219,115786,32227,11920,21194,101,22407,205,1340,123,97,7677,944,1961,2963,29229,89,20588,101590,39392,44931,737,1664,14363,26752,1981,291,903,3984,2315,1111,569,7144,30682,19,17380,13769,512,446,23,143,8698,1588,10172,4048,749,340,349,41,25493,1995,4739,8751,12990,46845,2336,88403,4663,104,4102,11,13356,3287,23,595,807,4797,1042,9561,40291,26,665,24,787,5077,68,1640,665,12484,908,144,882,4988,1796,626,1603,10523,45303,1521,4599,1951,130,5924,27370,986,9,141,643,15,4121,319,3151,83,1556,19,4808,215,56809,186,25383,24291,2169,188897,42313,5970,50640,1823,5196,967,32676
2020-06-23,2352804,598878,17869,456183,84653,73760,191410,38901,1154255,260810,238833,60837,246752,49930,192480,250767,8590,103707,307682,200608,60810,7521,188926,12761,1516,509,1930,1051,797,1824,14568,21371,707,59487,2812,2368,1477,18,713,2238,164144,6662,860,12270,18765,855,29,3726,378,3292,72,3588,209970,31332,13715,18,32394,1422,1087,1159,231,119198,32527,12076,21645,101,23062,206,1347,123,97,7904,982,1978,3051,29567,89,21006,106108,39737,47203,757,1664,14714,27314,1982,292,907,4114,2318,1111,576,7155,31825,19,17408,14540,525,446,23,143,8796,1589,10344,4187,803,340,349,42,26389,2047,4849,8772,13092,47896,2366,89579,4848,104,4107,11,13943,3302,23,639,850,4952,1047,10099,41033,26,665,24,798,5211,70,1724,670,12535,911,144,885,5040,1798,650,1622,10650,45683,1534,4617,1991,130,6027,27936,988,9,141,674,15,4133,319,3156,83,1556,19,4973,215,58141,189,25391,24505,2169,190165,42432,6034,51643,2170,5311,992,34502
2020-06-24,2389363,606043,17965,473105,84673,73760,196847,39852,1195288,264689,239410,62324,247086,50012,192871,254416,8596,104063,308337,200876,60898,7558,192970,12815,1519,509,1942,1051,805,1824,15013,22020,710,59945,2835,2515,1489,18,713,2261,167267,6990,860,12592,19285,855,29,3954,389,3519,76,3676,212501,31376,14305,18,33536,1528,1087,1160,231,122660,32821,12248,22132,102,23570,209,1354,123,97,8164,999,2005,3099,29726,92,21717,111796,40104,49851,762,1664,15078,28030,1983,293,919,4242,2319,1111,583,7167,32295,19,17449,14819,530,446,23,144,8887,1607,10907,4366,941,341,352,42,27487,2114,4956,8788,13235,49009,2388,90778,5034,104,4114,11,14571,3310,23,670,902,5206,1071,10728,41879,26,665,24,830,5216,70,1787,678,12563,914,144,902,5174,1799,652,1644,10777,46133,1541,4630,2001,130,6213,28631,990,10,141,690,15,4140,357,3157,83,1556,19,5150,216,59561,197,25396,24826,2169,191657,42623,6129,51643,2170,5445,1015,36702
2020-06-25,2429874,613148,18047,490401,84701,77313,202951,40854,1236752,268602,239706,63890,247486,50122,193371,259064,8600,104387,309455,201131,61007,7595,195745,12836,1520,509,1942,1056,821,1830,15473,22614,711,60382,2878,2684,1497,18,713,2277,170639,7177,863,12592,19750,855,29,4204,414,3739,102,3796,215096,31428,14852,18,34902,1569,1087,1162,242,126606,33119,12445,22648,102,24081,215,1354,123,97,8334,1003,2039,3244,30261,92,22488,118375,40415,52457,788,2001,15453,29037,1984,293,934,4408,2321,1111,588,7172,33069,19,17477,15619,551,447,23,144,8887,1630,11338,4563,960,341,352,43,28503,2192,5087,8788,13372,50187,2483,91838,5175,104,4123,11,15366,3321,23,698,1017,5384,1086,11162,42788,65,668,24,850,5324,70,1829,684,12602,917,144,907,5174,1801,662,1662,10870,46563,1547,4635,2010,130,6411,29141,991,10,141,706,15,4151,373,3158,83,1556,19,5336,219,61130,212,25405,25286,2169,193115,42736,6233,53156,2170,5595,1076,39139
2020-06-26,2476033,619936,18152,508953,84725,80811,208392,41975,1281636,272364,239961,65137,247905,50213,194036,263360,8606,104638,310836,202394,61106,7601,198883,12875,1522,509,1942,1059,833,1832,15834,23298,712,60713,2878,2836,1531,18,713,2283,174577,7427,865,12592,20319,855,29,4446,439,3907,121,3935,217724,31486,15369,18,36034,1711,1087,1164,255,130474,33395,12685,23112,102,24805,215,1394,124,97,8739,1027,2060,3340,30346,92,23247,124590,40866,55343,816,2001,15776,29905,1986,293,941,4513,2325,1112,591,7191,34073,19,17522,15828,561,447,24,167,8982,1643,11633,4779,1005,341,353,43,29423,2269,5209,8832,13565,51427,2539,92784,5425,104,4127,16,15994,3343,23,713,1053,5533,1104,11755,43703,65,670,24,858,5429,70,1922,686,12653,919,144,919,5260,1803,681,1697,11038,46973,1558,4643,2014,139,6552,29764,992,11,141,728,15,4173,389,3162,83,1614,19,5517,219,62755,212,25414,25697,2169,194511,42955,6354,53856,2170,5758,1089,41193
2020-06-27,2518212,626779,18244,528859,84743,84660,212802,42932,1318556,275989,240136,65137,248469,50282,194458,267766,8616,104975,311727,202842,61209,7686,202955,12875,1526,509,1942,1062,848,1836,16431,24077,713,61095,2878,2979,1531,18,713,2305,178504,7682,865,12592,20319,855,29,4513,469,4025,136,3935,220180,31555,15890,18,36953,1942,1087,1168,256,133978,33714,12968,23510,103,25267,230,1410,126,97,8944,1091,2118,3429,30702,92,23909,131800,41189,57744,839,2001,16080,30658,1986,296,941,4625,2330,1115,615,7198,34803,19,17580,16397,567,447,24,191,9257,1657,11877,5130,1038,341,355,44,30676,2330,5209,8846,13792,52812,2624,93663,5570,104,4138,20,17007,3366,23,727,1124,5811,1111,12309,44391,65,670,24,878,5543,75,2005,690,12715,921,170,924,5291,1808,684,1719,11298,47360,1572,4643,2033,141,6690,30619,992,11,141,745,15,4217,467,3162,83,1614,19,5727,219,63923,259,25437,26022,2169,195883,43246,6459,54574,2170,5906,1103,43262
2020-06-28,2560324,633563,18357,548318,84757,91995,216852,43856,1351439,279419,240310,65137,248770,50355,194693,271982,8634,105348,312640,203157,61295,7764,206512,12875,1528,509,1989,1074,859,1838,16742,24567,713,61475,2894,3130,1557,18,713,2324,182493,7948,866,12592,21327,855,29,5017,481,4149,183,3935,222669,31617,16424,18,38150,2127,1087,1169,256,137787,33907,13273,23895,103,25705,230,1427,126,97,9101,1155,2147,3429,31053,92,24645,138134,41646,59933,859,2001,16250,31686,1987,299,959,4691,2332,1116,642,7198,35455,19,17654,16930,567,447,24,191,9314,1664,12052,5297,1146,341,355,45,31524,2402,5209,8855,14046,54010,2691,94413,5689,104,4142,70,18082,3376,23,762,1149,6070,1121,12772,44942,69,670,24,900,5722,76,2078,696,12757,924,170,929,5342,1810,684,1740,11603,47797,1581,4643,2037,141,6827,31373,994,11,141,781,15,4242,490,3162,83,1614,19,5934,220,65188,267,25439,26313,2169,197239,43459,6586,55255,2170,6080,1118,45402
2020-06-29,2600075,640246,18467,566840,84780,91995,220657,44538,1372989,282365,240436,67667,248970,50433,195042,275999,8637,105732,313470,203802,61361,7834,209337,12951,1528,509,1989,1075,870,1840,17351,25133,713,61790,2904,3269,1568,18,713,2337,186436,8222,866,12592,21819,855,29,5296,501,4237,196,4325,225205,31652,16968,18,39060,2191,1087,1172,269,141801,34154,13571,24652,103,26239,235,1450,126,97,9214,1165,2173,3613,31324,175,25127,144264,41912,62268,883,2001,16357,32785,1987,299,959,4831,2340,1117,643,7209,36438,19,17723,17409,574,447,24,191,9320,1665,12290,5530,1152,341,355,47,32125,2466,5394,8862,14288,55092,2725,95106,5846,104,4145,77,18818,3390,23,802,1187,6190,1128,13248,45524,69,670,24,1001,5722,77,2138,698,12800,926,170,932,5351,1811,768,1745,11805,48246,1585,4656,2039,141,6939,31816,994,11,141,795,15,4256,501,3169,83,1654,19,6173,220,66754,276,25462,26582,2677,198613,43661,6698,55665,2170,6209,1128,47151
2020-06-30,2647346,646929,18605,585493,84785,95269,226089,45254,1412669,285213,240578,68451,249271,50483,195418,279393,8639,106029,314160,204244,61427,7920,213470,12968,1528,509,2007,1075,889,1842,17741,25694,714,62118,2924,3459,1594,18,713,2361,190823,8503,866,12592,22308,855,29,5506,548,4363,205,4453,227662,31714,17524,18,40070,2221,1087,1174,279,145483,34393,13907,25438,103,26758,245,1462,130,97,9499,1227,2181,3745,31445,227,25542,151209,42141,64530,889,2001,16613,33550,1989,299,962,4989,2341,1118,650,7214,37514,19,17766,18096,591,447,24,203,9372,1667,12533,5832,1224,341,355,49,33219,2535,5394,8879,14564,56385,2777,96088,5846,104,4155,81,19558,3409,23,824,1199,6366,1132,13564,46195,69,670,24,1025,5847,77,2214,702,12850,928,170,936,5391,1812,770,1778,11954,48667,1600,4682,2047,141,7039,32568,996,11,141,812,15,4299,515,3171,83,1654,19,6438,220,68311,284,25473,26970,2878,199906,43907,6793,56432,2519,6334,1158,49109
2020-07-01,2698358,653479,18732,604641,84816,98090,231770,45924,1459494,288477,240760,69692,249659,50483,195893,282043,8640,106227,314992,205234,61509,8001,217809,12994,1530,509,2021,1075,893,1847,18134,26484,715,62424,2924,3753,1632,18,713,2382,194225,8781,866,12592,41065,855,29,6261,576,4472,285,4606,230211,31851,18112,18,41194,2260,1382,1175,293,149258,34775,14272,26410,103,27414,248,1498,130,97,9702,1267,2202,3745,31848,227,26065,159333,42454,67197,903,2001,16898,34463,1989,303,962,5154,2348,1121,661,7236,38511,19,17873,19011,605,447,28,203,9500,1687,12636,6062,1265,341,355,49,34227,2580,5513,8896,14836,57770,2831,97003,5846,104,4157,81,20262,3432,23,874,1199,6673,1133,14046,46940,69,671,24,1042,5933,77,2303,707,12904,931,170,943,5404,1813,780,1788,12046,49069,1613,4704,2054,141,7122,33387,998,11,141,840,15,4345,535,3173,83,1654,19,6736,220,69814,291,25477,27296,2991,201098,44122,6925,58257,2519,6454,1190,51524
2020-07-02,2753202,660231,18926,625544,84830,102261,238511,46821,1503895,292004,240961,70639,250103,50546,196370,284541,8643,106583,285268,205773,61598,8066,221896,13015,1530,509,2021,1081,902,1850,18134,27110,717,62698,2944,4023,1632,18,713,2400,197608,9078,868,12592,42574,855,29,6767,616,4606,293,4788,232863,31967,18684,18,42555,2303,1382,1178,312,153277,35146,14657,27556,106,27837,250,1518,130,97,9992,1301,2260,3788,32108,227,26658,168061,42782,69941,918,3071,17150,35237,1990,304,967,5315,2353,1122,667,7241,38805,19,17941,20072,617,448,28,215,9573,1700,12969,6273,1342,341,355,55,35528,2662,5513,8902,15195,59394,2912,97897,5846,104,4166,81,21120,3458,23,891,1199,6941,1136,14519,47859,69,671,24,1063,5975,77,2403,715,12967,939,170,947,5450,1820,804,1796,12178,49469,1634,4715,2066,141,7189,34197,999,11,141,873,15,4395,547,3179,84,1654,19,7000,220,71299,315,25489,27746,3064,202284,44310,7054,59468,2519,6625,1221,53708
2020-07-03,2807594,666941,19176,648315,84838,106392,245251,47705,1546935,295599,241184,71419,250545,50546,196780,288089,8648,106903,285787,206312,61727,8260,221896,13032,1530,509,2021,1082,911,1855,19388,27564,719,62997,2944,4311,1632,18,713,2410,201801,9396,871,12592,45719,855,29,6878,663,4705,350,4962,235429,32101,19267,18,43929,2349,1557,1181,328,156391,35405,15070,28495,106,28410,256,1524,130,97,10244,1382,2285,3918,32410,277,27320,177124,43156,72786,939,3071,17445,35995,1991,306,980,5497,2361,1122,671,7242,40336,19,18050,21293,625,449,30,215,9689,1720,13288,6537,1498,341,355,55,36818,2752,5620,8921,15504,60695,3008,98653,5846,104,4172,81,22116,3486,23,918,1199,7188,1147,15259,48672,68,672,24,1081,6040,77,2512,721,13030,943,191,952,5521,1823,819,1830,12319,50141,1650,4736,2069,141,7311,35148,999,11,141,909,15,4447,561,3180,84,1765,22,7267,220,72711,328,25498,28166,3064,203456,44479,7164,60657,2519,6787,1240,56020
2020-07-04,2856104,673564,19450,673165,84857,109793,252165,48628,1580502,299080,241419,71419,250545,50548,197198,291847,8658,107116,286412,206670,61838,8443,225283,13032,1533,509,2021,1082,927,1860,19388,28167,719,63270,2961,4621,1632,18,713,2435,205929,9708,871,12592,47171,855,29,7094,720,4827,375,4962,237878,32198,19801,18,45106,2385,1557,1186,338,159679,35719,15500,29316,106,28857,272,1533,130,97,10462,1421,2303,3969,32758,277,27900,187977,43569,75376,969,3071,17672,36983,1993,313,987,5677,2369,1123,676,7248,41830,19,18165,22501,698,449,30,215,9689,1749,13822,6750,1613,341,355,57,38071,2819,5620,8926,15829,62142,3094,99183,5846,104,4174,81,22921,3511,23,989,1199,7577,1150,15491,49303,68,672,24,1092,6101,78,2728,728,13091,948,191,955,5570,1826,833,1855,12440,50857,1679,4736,2074,141,7379,36184,999,11,141,954,16,4476,565,3185,84,1765,22,7507,220,74035,346,25509,28582,3064,204610,44664,7272,61535,2519,6932,1248,58354
2020-07-05,2905670,680283,19658,697413,84871,113685,256848,49468,1605695,302718,241611,71419,250545,50834,197523,295532,8663,107303,286931,206682,62016,8583,231818,13033,1534,509,2021,1088,939,1863,20085,28711,720,63554,2997,4996,1632,18,713,2468,209509,10020,872,12592,48574,855,29,7377,781,4879,412,4962,240438,32268,20324,19,46178,2427,1557,1188,358,162417,35950,15941,30147,108,29367,273,1542,133,98,10772,1451,2330,3969,33037,277,28606,196750,43897,77815,987,3071,17814,38149,1993,313,987,5740,2372,1124,680,7253,44254,19,18280,23248,716,449,30,215,9767,1764,14215,7169,1613,341,355,57,39297,2893,5620,8930,16131,63749,3151,99799,5846,104,4183,81,23943,3519,23,1046,1199,7886,1164,15784,49941,68,672,24,1105,6230,80,2941,732,13137,951,191,956,5610,1831,833,1873,12515,51540,1700,4792,2076,141,7411,37425,1002,11,141,988,16,4522,594,3190,84,1765,22,7777,220,75253,346,25527,28973,3356,205758,44800,7400,61958,2519,7046,1265,60479
2020-07-06,2951703,686852,19834,719664,84889,117412,261750,50053,1630149,305703,241819,73061,251789,50870,198064,298557,8668,107718,287290,207700,62058,8755,234509,13079,1536,509,2021,1093,953,1866,21077,29286,721,63804,3006,5241,1632,18,713,2491,213716,10362,872,12592,49683,855,29,8141,841,4948,485,5458,243051,32315,20837,21,47735,2456,1557,1199,372,165618,36155,16404,31281,108,29821,273,1547,133,98,10966,1463,2331,4033,33150,314,28936,205721,44129,80447,1012,3071,17906,39334,1994,316,1000,5914,2380,1127,680,7257,46333,19,18365,23972,734,449,30,215,9767,1765,14379,7411,1742,342,369,61,40509,2964,5743,8936,16420,64958,3220,100345,5846,104,4189,81,24665,3562,23,1117,1199,8067,1167,15964,50644,70,672,24,1113,6294,80,3250,737,13181,953,191,960,5610,1836,874,1885,12566,52068,1716,4822,2077,141,7432,38128,1003,11,141,1011,16,4542,614,3195,85,1790,22,8027,225,76222,346,25531,29223,3508,206844,44983,7478,62380,2519,7124,1290,62275
2020-07-07,3010613,693215,20042,742417,84917,120281,268008,50622,1676848,309278,241956,73344,252130,50907,198343,301019,8674,107973,287874,208154,62058,8886,237489,13089,1537,509,2021,1094,971,1873,21968,29789,724,64003,3015,5486,1895,18,713,2501,217108,10838,873,14916,51059,855,29,8279,907,5024,539,5621,245688,32369,21374,21,48997,2502,1557,1205,372,168645,36412,16879,32671,108,30321,284,1572,133,98,11194,1499,2348,4071,33470,314,29285,215855,44416,83426,1040,3071,18141,40291,1995,316,1003,6102,2395,1134,689,7262,47873,19,18421,24787,787,449,30,215,9894,1767,14607,7693,1818,342,369,61,41545,3038,5743,8947,16719,66226,3272,100945,5846,104,4205,81,25428,3589,23,1182,1199,8250,1169,16168,51245,70,673,24,1172,6333,80,3472,745,13244,958,191,965,5636,1839,891,1907,12685,52600,1739,4878,2081,141,7432,38430,1004,11,141,1056,16,4603,634,3195,85,1790,22,8307,227,77279,386,25538,29620,3703,207897,45140,7547,63245,2846,7244,1297,64701
2020-07-08,3069886,699749,20249,767296,84950,124494,275003,51457,1722098,312911,242149,73858,252513,50959,198699,303083,8677,108302,288511,208976,62123,9056,240848,13101,1540,509,2021,1097,977,1880,22822,30249,724,64224,3028,5836,1895,18,713,2517,220144,11092,873,14916,51059,855,29,8847,960,5087,593,5869,248379,32498,21916,21,50207,2554,1821,1221,372,172134,36689,17348,33998,108,30931,284,1584,133,98,11504,1542,2358,4109,33680,314,29820,224665,44859,87030,1071,3071,18471,41251,2003,317,1003,6342,2399,1141,695,7265,50359,19,18513,25411,885,449,30,215,9997,1798,14771,8008,1864,342,369,61,42984,3106,5871,8950,17076,68079,3325,101553,6774,106,4210,91,25978,3622,23,1268,1199,8528,1169,16423,52007,70,673,24,1194,6371,80,3573,751,13293,963,191,974,5697,1849,917,1946,12814,53045,1763,4889,2094,141,7432,39588,1005,11,141,1138,16,4650,665,3197,85,1790,22,8566,227,78304,386,25542,30175,3886,208938,45298,7657,63245,2846,7406,1318,67442
2020-07-09,3130603,706240,20604,793802,84992,128638,282283,52285,1765060,316448,242363,74333,253056,51013,199001,306216,8683,108617,289154,209420,62210,9374,243599,13117,1542,509,2021,1097,1000,1882,23463,30748,726,64411,3038,6485,1895,18,713,2553,223327,11564,873,14916,54747,855,29,9358,1019,5126,615,6086,250458,32586,22464,26,51725,2638,1821,1231,372,175494,36951,17808,35523,108,31528,286,1598,133,98,11750,1552,2370,4200,33739,314,30346,238339,45277,90693,1092,3071,18666,42216,2011,321,1005,6672,2403,1154,704,7273,51754,19,18615,26658,885,449,30,232,10084,1851,15079,8372,1942,342,369,63,44113,3188,5871,8965,17342,70736,3416,102110,6973,107,4220,94,26384,3672,23,1342,1285,8975,1169,16531,52840,73,674,24,1210,6432,80,3782,753,13338,968,191,977,5881,1852,926,2011,12919,53577,1776,4955,2154,141,7846,40790,1008,11,141,1213,16,4719,694,3202,85,1790,22,8844,227,79254,396,25565,30789,4100,209962,45423,7784,64221,2846,7572,1356,69612
2020-07-10,3198479,712863,21034,820916,84992,133973,289174,53116,1809371,319646,242639,74898,253908,51055,199332,309274,8696,108957,289678,210135,62357,9553,246351,13147,1543,509,2021,1099,1006,1886,23834,31323,727,64604,3038,6845,1895,18,716,2617,226486,12027,874,14916,56455,855,29,9910,1019,5203,668,6402,252720,32690,22990,26,53614,2736,2028,1240,394,178443,37216,18242,36932,108,32039,290,1613,133,98,12052,1591,2404,4259,34280,314,30903,250687,45679,94060,1111,3071,18924,43257,2013,326,1020,6964,2413,1165,710,7279,52914,19,18709,27619,942,449,37,232,10204,1870,15328,8803,2069,342,370,64,45565,3278,5942,8974,17728,72347,3532,102630,7120,108,4223,100,27053,3732,23,1342,1285,9448,1173,16649,53580,74,674,24,1252,6486,80,4143,753,13373,973,191,985,5969,1856,957,2082,13001,54050,1793,4968,2454,141,7905,41915,1010,11,141,1257,17,4777,726,3202,85,1842,22,9142,227,80235,458,25589,31381,4307,210965,45614,7882,65018,2846,7777,1380,72460
2020-07-11,3259869,719449,21420,849522,85071,140776,295268,53941,1844318,322710,242827,74898,253908,51136,199709,312029,8704,109133,290504,210386,62469,9797,248872,13147,1544,509,2021,1099,1013,1888,24248,31987,727,64767,3051,7231,1895,18,716,2664,229480,12513,874,15173,58253,855,29,10410,1164,5275,668,6719,255117,32817,23521,26,54697,2820,2028,1245,394,181129,37521,18712,38100,109,32470,291,1618,133,103,12443,1623,2406,4288,34437,314,31392,264184,46221,97509,1135,3071,19208,44332,2014,330,1033,7175,2420,1173,710,7291,54222,19,18783,28598,982,451,37,232,10204,1893,15542,9178,2261,342,370,64,47200,3371,5942,8977,18073,74018,3672,103128,7402,111,4229,100,27583,3772,23,1389,1378,9726,1176,16719,54058,74,674,24,1299,6582,82,4578,758,13417,981,191,986,6044,1860,963,2168,13115,54453,1827,4968,2511,156,7971,43114,1013,11,141,1311,17,4842,741,3216,85,1842,22,9391,230,81158,462,25611,32079,4715,211981,45783,8014,67209,2846,7975,1389,75194
2020-07-12,3320750,726036,21827,878254,85117,145362,299750,54647,1867976,326326,243061,74898,253908,51237,199919,315041,8718,109292,291154,210402,62707,9980,251625,13147,1544,509,2021,1099,1025,1896,24518,32558,729,64932,3059,7596,1895,18,716,2731,232259,12997,880,15173,58253,855,35,11117,1221,5355,785,6877,257303,32883,24041,26,56015,2948,2028,1263,394,183795,37891,19195,39338,109,32941,297,1635,133,103,12766,1623,2411,4288,34537,399,31969,276242,46512,100166,1157,3071,19382,45633,2014,331,1036,7252,2426,1173,720,7294,56259,19,18897,29355,985,451,37,232,10250,1901,15745,9465,2364,342,372,64,48187,3454,5942,8981,18360,75699,3722,103598,7560,111,4234,100,28090,3803,23,1433,1378,10105,1179,16801,54894,74,674,24,1337,6617,84,4867,758,13479,986,191,987,6141,1864,998,2334,13174,54854,1841,4972,2617,156,8033,44532,1014,11,141,1351,17,4925,741,3217,85,1842,22,9674,230,82070,506,25628,32535,4931,212993,45961,8135,67870,2846,8111,1465,77506
